Year,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-2003,Jermaine O'Neal\onealje01,PF,24,IND,77,2864,21.4,0.539,0.017,0.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,,5.3,5.2,10.5,0.177,,0.5,2,2.6,3.3
2002-2003,Shaquille O'Neal*\onealsh01,C,30,LAL,67,2535,29.5,0.602,0,0.599,11.4,21.6,16.5,16.2,0.8,4.5,11.4,30.2,,10.2,3,13.2,0.25,,5.5,0.8,6.3,5.3
2002-2003,Charles Oakley\oaklech01,C,39,WAS,42,514,8.3,0.529,0,0.618,8.5,16.2,12.3,11.7,1.4,0.9,23.1,8.4,,0.5,0.5,0.9,0.088,,-2.3,0.9,-1.3,0.1
2002-2003,Lamar Odom\odomla01,SF,23,LAC,49,1679,14.6,0.519,0.211,0.286,4,17.9,11,19,1.3,1.7,16.9,22.3,,0.9,1.2,2.2,0.062,,0.1,0.2,0.3,1
2002-2003,Mehmet Okur\okurme01,PF,23,DET,72,1366,14.8,0.514,0.265,0.31,10,19.2,14.5,9.5,1,2.1,12.1,19.3,,1.7,2.1,3.8,0.134,,-0.4,0.5,0.1,0.7
2002-2003,Dean Oliver\olivede01,PG,24,GSW,15,93,11.2,0.338,0.207,0.276,9.3,9.1,9.2,35.4,3.8,0,23.5,19.5,,-0.1,0.1,-0.1,-0.029,,-2,-1.1,-3.1,0
2002-2003,Kevin Ollie\ollieke01,PG,30,TOT,82,1897,13.7,0.514,0.014,0.404,1.5,9.8,5.6,23.8,2,0.2,12.2,14.6,,3,0.8,3.8,0.097,,-1,-1.4,-2.4,-0.2
2002-2003,Kevin Ollie\ollieke01,PG,30,MIL,53,1127,13.5,0.513,0.02,0.357,1.2,9.1,5.1,24.3,1.7,0.3,10.9,13.7,,2,0.1,2.1,0.09,,-0.9,-2.3,-3.1,-0.3
2002-2003,Kevin Ollie\ollieke01,PG,30,SEA,29,770,14,0.515,0.005,0.468,2,10.9,6.3,23,2.3,0.1,13.8,15.9,,1,0.7,1.7,0.106,,-1.3,-0.1,-1.3,0.1
2002-2003,Michael Olowokandi\olowomi01,C,27,LAC,36,1369,10.5,0.457,0,0.241,4.7,22.3,13.6,5.9,0.7,4.1,16.9,19.2,,-1.5,1.3,-0.2,-0.006,,-5.1,1.2,-3.9,-0.7
2002-2003,Greg Ostertag\ostergr01,C,29,UTA,81,1926,11.5,0.531,0,0.601,11.8,19.6,15.8,4.4,0.6,5.9,20.1,12.3,,0.8,2.6,3.4,0.084,,-2.3,2.7,0.4,1.2
2002-2003,Bo Outlaw\outlabo01,C,31,PHO,80,1800,12.2,0.574,0.007,0.417,8.3,14.8,11.6,9.2,1.5,2.9,18.8,10.1,,2.2,2.2,4.4,0.116,,-1,2.9,1.9,1.8
2002-2003,Chris Owens\owensch01,SF,23,MEM,1,6,20.1,0.667,0,0,19,0,9.4,0,0,0,25,30,,0,0,0,-0.032,,-1.3,-9.3,-10.7,0
2002-2003,Olumide Oyedeji\oyedeol01,C,21,ORL,27,145,9.4,0.485,0,0.478,7.7,32.5,19.7,5.1,1.8,1.5,15.2,10.1,,0.1,0.2,0.3,0.101,,-5.3,0.7,-4.6,-0.1
2002-2003,Robert Pack\packro01,PG,33,NOH,28,440,13.3,0.473,0.039,0.426,2.9,10.7,6.7,30,3.1,0,20.7,20,,0,0.6,0.6,0.068,,-2.5,-0.3,-2.9,-0.1
2002-2003,Scott Padgett\padgesc01,PF,26,UTA,82,1321,12.4,0.496,0.314,0.253,7.9,16.7,12.5,10.8,1.7,1.4,13,18.8,,1,1.5,2.5,0.091,,-0.4,-0.2,-0.6,0.5
2002-2003,Milt Palacio\palacmi01,PG,24,CLE,80,1976,8.2,0.466,0.095,0.224,2.7,10.8,6.7,20.6,1.8,0.6,23.5,12.2,,-0.6,0.8,0.2,0.004,,-3.6,-0.7,-4.3,-1.1
2002-2003,Jannero Pargo\pargoja01,PG,23,LAL,34,342,7.3,0.449,0.258,0.043,2.9,9.3,6.1,17.1,2,0.4,19.5,15.3,,-0.2,0.2,0.1,0.007,,-3.6,-1.7,-5.3,-0.3
2002-2003,Smush Parker\parkesm01,PG,21,CLE,66,1103,11.3,0.523,0.349,0.349,2.9,9.3,6,24.7,2.2,0.8,25.4,20.6,,-0.4,0.5,0.1,0.005,,-2.1,-2.2,-4.4,-0.7
2002-2003,Tony Parker\parketo01,PG,20,SAS,82,2774,16.5,0.542,0.233,0.278,1.4,7.3,4.5,27.9,1.4,0.1,14.5,22.9,,5.1,2.6,7.7,0.134,,1.9,-1.7,0.3,1.6
2002-2003,Cherokee Parks\parksch02,PF,30,LAC,30,648,13.3,0.523,0.012,0.233,8.1,14.9,11.5,5.5,1.3,2.2,9.1,13.8,,0.8,0.4,1.2,0.09,,-1.3,0,-1.3,0.1
2002-2003,Ruben Patterson\patteru01,SF,27,POR,78,1655,14.5,0.53,0.039,0.426,8.8,10.5,9.6,10.2,2.4,1.3,16,20.4,,1.4,1.8,3.2,0.093,,-0.6,0.5,-0.1,0.8
2002-2003,Gary Payton*\paytoga01,PG,34,TOT,80,3208,21.1,0.504,0.124,0.24,2.9,9.5,6.1,38.9,2.2,0.5,10.3,26.4,,7,2.1,9.1,0.136,,4.2,-1,3.2,4.2
2002-2003,Gary Payton*\paytoga01,PG,34,SEA,52,2123,21.4,0.495,0.115,0.236,3.1,10.8,6.9,41.6,2.4,0.4,10.7,27.1,,4.3,1.9,6.2,0.14,,4.4,-0.1,4.3,3.4
2002-2003,Gary Payton*\paytoga01,PG,34,MIL,28,1085,20.5,0.523,0.143,0.249,2.5,6.8,4.6,33.8,2,0.5,9.6,25,,2.8,0.1,2.9,0.128,,3.9,-2.9,1,0.8
2002-2003,Anthony Peeler\peelean01,SG,33,MIN,82,2245,11,0.499,0.348,0.082,2.1,9.9,6.1,15.8,1.7,0.4,11.5,14.4,,1.7,1.7,3.4,0.072,,0,-0.3,-0.4,0.9
2002-2003,Wesley Person\persowe01,SG,31,MEM,66,1941,13.5,0.565,0.384,0.161,1.4,9.6,5.6,9.3,1.1,0.7,8,16.2,,3.1,0.2,3.3,0.082,,1.3,-1.6,-0.3,0.8
2002-2003,Morris Peterson\petermo01,SF,25,TOR,82,2949,12.6,0.488,0.321,0.23,3.6,10.7,7,11.1,1.6,0.8,9.8,20.3,,2.1,1.1,3.2,0.052,,0.2,-1.3,-1.1,0.7
2002-2003,Eric Piatkowski\piatker01,SG,32,LAC,62,1360,16,0.601,0.451,0.274,3.7,9.3,6.5,9.1,1.3,0.5,10.1,18.5,,3.3,0.3,3.6,0.129,,2.7,-2.5,0.2,0.8
2002-2003,Paul Pierce\piercpa01,SG,25,BOS,79,3096,22.7,0.532,0.246,0.473,3.8,17.7,10.6,24.2,2.4,1.6,13,33.2,,5.3,4.8,10.1,0.157,,3.3,0.9,4.2,4.9
2002-2003,Scottie Pippen*\pippesc01,SF,37,POR,64,1911,15.3,0.52,0.223,0.248,3.6,14,8.8,24.3,3,1,19.9,20,,1.2,2.6,3.8,0.095,,0.3,1.6,2,1.9
2002-2003,Scot Pollard\pollasc01,C,27,SAC,23,325,14.6,0.497,0,0.437,16,18.8,17.5,2.7,2,3.1,12.6,16.1,,0.4,0.6,1,0.15,,-2.3,0.9,-1.4,0
2002-2003,James Posey\poseyja01,SF,26,TOT,83,2518,13.5,0.519,0.305,0.327,4.1,15.4,9.8,12.7,2.3,0.4,14.3,18.1,,2.3,3.1,5.4,0.104,,0,0.7,0.7,1.7
2002-2003,James Posey\poseyja01,SF,26,DEN,25,872,12.3,0.477,0.272,0.315,4.8,15,9.7,16.5,1.8,0.5,15.2,22.2,,0,1,1,0.055,,-1.1,0.2,-0.9,0.2
2002-2003,James Posey\poseyja01,SF,26,HOU,58,1646,14.2,0.551,0.329,0.336,3.7,15.7,9.8,10.8,2.5,0.4,13.7,16,,2.3,2.1,4.4,0.129,,0.6,1,1.6,1.5
2002-2003,Lavor Postell\postela01,SG,24,NYK,12,98,7.8,0.482,0.184,0.395,1.2,3.7,2.4,5.1,1.1,0,13.6,24.3,,-0.1,0,-0.1,-0.032,,-4.9,-4.6,-9.5,-0.2
2002-2003,Vitaly Potapenko\potapvi01,C,27,SEA,26,403,8.2,0.492,0,0.312,7.2,19,13,1.6,1.2,1.6,19.1,15.2,,-0.2,0.4,0.2,0.027,,-6.1,-1,-7,-0.5
2002-2003,Tayshaun Prince\princta01,SF,22,DET,42,435,11.7,0.546,0.398,0.144,1.3,11.1,6.1,9.9,1.3,2.4,14.3,16.2,,0.2,0.6,0.8,0.084,,-2.1,0.1,-2,0
2002-2003,Joel Przybilla\przybjo01,C,23,MIL,32,546,7.9,0.424,0,0.522,10.2,20.9,15.5,3,1,6.1,25.1,6.4,,0.1,0.5,0.6,0.051,,-4.1,2.9,-1.3,0.1
2002-2003,Vladimir Radmanovic\radmavl01,PF,22,SEA,72,1910,13,0.508,0.439,0.153,4.6,15.5,10,8.7,1.8,0.9,12.3,20,,0.8,1.9,2.7,0.068,,-0.4,-0.4,-0.8,0.6
2002-2003,Igor Rakocevic\rakocig01,PG,24,MIN,42,244,8.4,0.528,0.207,0.621,1.9,5.9,3.9,19,0.9,0,23.8,18,,0,0.1,0.1,0.022,,-3.5,-3.6,-7.1,-0.3
2002-2003,Zach Randolph\randoza01,PF,21,POR,77,1301,19.9,0.555,0.01,0.313,12.9,18.9,15.9,5.7,1.7,0.8,9.6,23,,3.2,1.6,4.8,0.177,,0.6,-1.8,-1.1,0.3
2002-2003,Theo Ratliff\ratlith01,C,29,ATL,81,2518,13.8,0.512,0,0.36,7.3,19.7,13.7,4.8,1.2,7.3,16.6,15,,0.7,3.4,4,0.077,,-3.4,3.3,0,1.2
2002-2003,Zeljko Rebraca\rebraze01,C,30,DET,30,488,14,0.596,0,0.331,6.5,16,11.2,3.6,0.7,2.6,14.9,19.2,,0.7,0.7,1.3,0.133,,-2.5,-0.5,-3.1,-0.1
2002-2003,Michael Redd\reddmi01,SG,23,MIL,82,2316,21,0.59,0.428,0.191,4.9,13.9,9.4,8.9,2.3,0.4,6.6,22.6,,6.9,1.1,8,0.167,,4.9,-2.3,2.5,2.6
2002-2003,Don Reid\reiddo01,PF,29,DET,1,10,-17.3,0.129,0,0.667,0,0,0,0,0,0,0,18.7,,-0.1,0,-0.1,-0.285,,-14.7,-4.7,-19.5,0
2002-2003,Efthimi Rentzias\rentzef01,C,27,PHI,35,144,10.6,0.413,0.136,0.153,8,13.3,10.6,8,2.2,1.1,6,20.9,,0,0.2,0.2,0.058,,-3,-1.6,-4.7,-0.1
2002-2003,Glen Rice\ricegl01,SF,35,HOU,62,1532,11.9,0.563,0.556,0.182,2.2,9.3,5.8,7.3,0.8,0.2,10,16.5,,2.5,0.8,3.3,0.103,,1.2,-2.2,-1,0.4
2002-2003,Jason Richardson\richaja01,SG,22,GSW,82,2698,14.8,0.501,0.288,0.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23,,3.4,0.3,3.7,0.066,,1.6,-2,-0.4,1.1
2002-2003,Quentin Richardson\richaqu01,SG,22,LAC,59,1368,12.5,0.46,0.363,0.227,8.2,15.1,11.6,6.7,1.3,0.5,9.6,22,,0.3,0.7,1,0.036,,-0.8,-2.7,-3.5,-0.5
2002-2003,Antoine Rigaudeau\rigauan01,SG,31,DAL,11,91,-2.4,0.243,0.143,0,4.8,4.8,4.8,9.3,1.7,0,14.6,20.4,,-0.4,0.1,-0.4,-0.192,,-9.2,-2.1,-11.3,-0.2
2002-2003,Clifford Robinson\robincl02,PF,36,DET,81,2825,12.4,0.477,0.277,0.255,3.3,10.1,6.7,17.4,1.7,2.3,13.2,20.4,,0.4,4,4.4,0.075,,-0.7,1.4,0.8,2
2002-2003,David Robinson*\robinda01,C,37,SAS,64,1676,17.8,0.531,0,0.51,11.8,22.8,17.6,5.9,1.7,4.6,13.9,16.5,,2.5,3.6,6,0.172,,-1.2,3.3,2.1,1.7
2002-2003,Eddie Robinson\robined01,SF,26,CHI,64,1355,11.5,0.531,0.044,0.2,6.3,10,8.2,7.7,2.3,0.7,13.2,12.9,,1.2,1,2.2,0.076,,-1.1,0.5,-0.6,0.5
2002-2003,Glenn Robinson\robingl01,SF,30,ATL,69,2591,16.7,0.519,0.211,0.245,3.9,15.7,10,15.5,1.9,0.7,15.2,28.8,,1,1.9,2.9,0.055,,0.3,-1.3,-1,0.7
2002-2003,Rodney Rogers\rogerro01,PF,31,NJN,68,1303,11.7,0.483,0.29,0.198,5.4,17.7,11.5,13.8,2,1.8,15.5,20.3,,-0.1,2.5,2.3,0.086,,-2,1.4,-0.6,0.5
2002-2003,Sean Rooks\rooksse01,C,33,LAC,70,1344,7.7,0.46,0.003,0.195,4.5,13.7,9.1,8.2,1.3,2.3,17,13.1,,-0.4,0.8,0.4,0.015,,-4,0.7,-3.4,-0.5
2002-2003,Jalen Rose\roseja01,SF,30,CHI,82,3351,14.9,0.508,0.227,0.295,2.3,9.2,5.8,21.1,1.1,0.5,13.7,27.4,,2.5,1.1,3.6,0.052,,1.4,-2.2,-0.8,1
2002-2003,Malik Rose\rosema01,PF,28,SAS,79,1933,16.1,0.538,0.008,0.486,9.3,20.5,15.2,11,1.6,1.5,18.2,22.4,,1.9,3.3,5.2,0.13,,-1.5,1.3,-0.2,0.9
2002-2003,Guy Rucker\ruckegu01,PF,25,GSW,3,4,7.8,,,,0,26.3,13.3,32.3,0,0,,0,,0,0,0,0.117,,-4.1,-1.1,-5.2,0
2002-2003,Kareem Rush\rushka01,PG,22,LAL,76,872,5.8,0.447,0.279,0.094,3.3,8.9,6.1,11.7,0.6,0.9,19.9,16.1,,-0.9,0.3,-0.6,-0.033,,-4.6,-2.6,-7.2,-1.1
2002-2003,Bryon Russell\russebr01,SF,32,WAS,70,1388,9.1,0.468,0.458,0.225,3.7,14.1,8.9,8.2,2.7,0.4,14.1,13.3,,0,1.6,1.5,0.052,,-1.8,0.6,-1.2,0.3
2002-2003,Arvydas Sabonis*\sabonar01,C,38,POR,78,1209,20.5,0.549,0.017,0.454,8.8,24.7,16.7,19.3,2.7,3.1,14.8,19.4,,2.6,2.3,4.9,0.196,,0.7,3.4,4.1,1.9
2002-2003,John Salmons\salmojo01,PG,23,PHI,64,504,9.5,0.502,0.267,0.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,,0.2,0.4,0.6,0.058,,-2.4,-0.7,-3,-0.1
2002-2003,Soumaila Samake\samakso01,C,24,LAL,13,77,12.9,0.442,0,0.083,14.5,19.2,16.8,8,0,4.7,7.4,15.5,,0.1,0.1,0.2,0.102,,-2.7,-0.6,-3.3,0
2002-2003,Jamal Sampson\sampsja01,PF,19,MIL,5,8,8.4,0,0,0,14.6,14.7,14.6,16.3,6.6,0,0,11.6,,0,0,0,-0.066,,-5.3,3.9,-1.4,0
2002-2003,Pepe Sanchez\sanchpe01,PG,25,DET,9,37,11,0,0,0,12.6,6.5,9.6,31.9,7.5,0,28.6,9.1,,-0.1,0.1,0,0.042,,-4,5.7,1.6,0
2002-2003,Jeryl Sasser\sasseje01,SG,23,ORL,75,1025,8.3,0.402,0.213,0.377,7,13.8,10.3,9.3,2.3,0.9,13.9,12.2,,-0.2,0.9,0.8,0.036,,-3.5,0.7,-2.7,-0.2
2002-2003,Kenny Satterfield\satteke01,PG,21,TOT,39,502,4.8,0.34,0.153,0.137,3.6,6.6,5,23.1,2.1,0.3,18.1,21,,-1.4,0.5,-1,-0.091,,-6.2,-1.5,-7.7,-0.7
2002-2003,Kenny Satterfield\satteke01,PG,21,DEN,22,420,5.2,0.351,0.17,0.139,3.2,6.7,4.9,22.5,2.3,0.4,17.1,22.4,,-1.2,0.4,-0.8,-0.088,,-5.9,-1.4,-7.3,-0.6
2002-2003,Kenny Satterfield\satteke01,PG,21,PHI,17,82,2.6,0.238,0,0.111,5.6,5.8,5.7,26.1,1.3,0,27,14.2,,-0.2,0,-0.2,-0.108,,-7.6,-2.3,-9.8,-0.2
2002-2003,Predrag Savovic\savovpr01,SG,26,DEN,27,256,6,0.392,0.28,0.312,3.9,7.6,5.7,15.1,2.9,0.3,16.6,22,,-0.5,0.3,-0.2,-0.04,,-5.1,-1.1,-6.1,-0.3
2002-2003,Brian Scalabrine\scalabr01,PF,24,NJN,59,724,8.9,0.487,0.231,0.213,6.3,15.9,11.1,9.9,1.2,1.9,19.9,14.4,,-0.1,1.2,1,0.068,,-3.8,1.1,-2.6,-0.1
2002-2003,Ansu Sesay\sesayan01,SF,26,SEA,45,448,6.1,0.404,0,0.196,8.8,10.4,9.6,8.1,1.7,0.9,17.7,14.8,,-0.4,0.4,-0.1,-0.007,,-5,0,-5,-0.3
2002-2003,Brian Shaw\shawbr01,PG,36,LAL,72,900,10.2,0.467,0.418,0.057,2.5,12.5,7.4,17.3,1.8,1,16.8,15.9,,-0.1,0.7,0.6,0.034,,-2.3,-1.3,-3.7,-0.4
2002-2003,Paul Shirley\shirlpa01,PF,25,ATL,2,5,-28,0,0,0,0,21.9,11.4,0,0,0,0,36.7,,-0.1,0,-0.1,-0.823,,-32.3,-12.6,-44.9,-0.1
2002-2003,Bobby Simmons\simmobo01,SG,22,WAS,36,378,13,0.471,0.045,0.313,10.3,13.8,12,8.9,1.4,0.6,5.9,16.9,,0.6,0.3,0.9,0.111,,-1.1,-1.5,-2.6,-0.1
2002-2003,Brian Skinner\skinnbr01,PF,26,PHI,77,1381,15.4,0.574,0,0.486,11.4,19.9,15.6,2.2,1.8,3,13.4,15.1,,2.2,2,4.1,0.144,,-1.4,0.1,-1.3,0.3
2002-2003,Reggie Slater\slatere01,PF,32,MIN,26,141,19.2,0.58,0,0.9,14.9,10.2,12.5,4.7,2.2,0.5,11.4,25.3,,0.4,0.1,0.5,0.186,,1.4,-3.3,-1.9,0
2002-2003,Tamar Slay\slayta01,SG,22,NJN,36,274,7.1,0.428,0.243,0.097,3.3,9.6,6.5,8.6,2.7,0.8,15.7,21,,-0.5,0.5,0,-0.004,,-5.2,-0.4,-5.6,-0.3
2002-2003,Charles Smith\smithch04,SG,27,POR,3,13,5.9,0.434,0.25,1,0,0,0,11.4,4.1,0,14.8,24,,0,0,0,0.007,,-5.6,-4.4,-10,0
2002-2003,Joe Smith\smithjo02,SF,27,MIN,54,1117,14.3,0.524,0.006,0.399,11.6,15.7,13.7,5.1,0.7,3.5,10,17.4,,1.9,1.2,3,0.131,,-0.9,-0.1,-0.9,0.3
2002-2003,Steve Smith\smithst01,SG,33,SAS,53,1032,12,0.528,0.405,0.392,2.5,8.4,5.6,10.9,1.4,0.6,11.2,17.3,,1.4,1.1,2.5,0.117,,-0.1,-0.9,-1,0.3
2002-2003,Eric Snow\snower01,PG,29,PHI,82,3108,15.6,0.546,0.04,0.474,2.6,8.8,5.7,27.6,2.2,0.3,16.7,16.8,,5.7,2.7,8.4,0.13,,1.1,-0.2,0.9,2.3
2002-2003,Latrell Sprewell\sprewla01,SF,32,NYK,74,2859,14.3,0.497,0.319,0.193,1.8,10.1,5.9,19.7,1.9,0.6,12.3,22.6,,1.6,1.6,3.2,0.054,,1,-0.5,0.5,1.8
2002-2003,Jerry Stackhouse\stackje01,SG,28,WAS,70,2747,18.7,0.528,0.204,0.431,2.6,8.5,5.6,21.7,1.3,0.8,11.9,27.9,,5.1,1.4,6.5,0.114,,2.8,-2.1,0.7,1.9
2002-2003,Vladimir Stepania\stepavl01,C,26,MIA,79,1594,13.6,0.454,0,0.314,14.9,25.6,20.1,2.7,1.5,2,12.4,16.4,,0.3,2.6,2.9,0.089,,-3.9,0.3,-3.5,-0.6
2002-2003,DeShawn Stevenson\stevede01,SG,21,UTA,61,760,8.2,0.444,0.042,0.239,3.6,9.7,6.8,9.1,1.6,0.8,13.5,22,,-0.7,0.6,-0.1,-0.009,,-4.8,-1.9,-6.7,-0.9
2002-2003,Michael Stewart\stewami01,PF,27,CLE,47,251,5.9,0.426,0,0.324,8.3,16.4,12.3,3.6,0.4,4.2,19.1,9,,-0.1,0.2,0.1,0.014,,-6.2,0,-6.2,-0.3
2002-2003,John Stockton*\stockjo01,PG,40,UTA,82,2275,21,0.577,0.125,0.448,2.8,7.7,5.4,46.4,3.2,0.5,19.2,19.2,,6.5,2.5,9,0.19,,3.6,-1.5,2,2.3
2002-2003,Peja Stojakovic\stojape01,SF,25,SAC,72,2450,19.6,0.6,0.393,0.255,2.8,14,8.7,9.4,1.5,0.1,8.1,22.5,,6.9,3.3,10.1,0.199,,4,-0.9,3.1,3.1
2002-2003,Damon Stoudamire\stoudda01,PG,29,POR,59,1315,12.1,0.46,0.275,0.161,3.7,10.6,7.1,24.5,1.6,0.3,15.6,18.5,,0.6,1.1,1.6,0.059,,-0.9,-1,-1.9,0
2002-2003,Amar'e Stoudemire\stoudam01,PF,20,PHO,82,2570,16.2,0.53,0.012,0.583,10.9,20.9,15.9,5,1.3,2.5,15.3,21.5,,2.6,3.6,6.2,0.116,,-1.6,0.4,-1.1,0.6
2002-2003,Erick Strickland\stricer01,SG,29,IND,71,1275,13.5,0.547,0.421,0.229,2.1,10.5,6.4,27.2,1.6,0.4,19,18.3,,1.4,1.3,2.7,0.101,,0.4,-1.4,-1,0.3
2002-2003,Mark Strickland\stricma01,SF,32,DAL,4,13,16.3,0.4,0,0,42.3,17,29.7,0,0,0,16.7,20.9,,0,0,0,0.101,,-2.7,-9.6,-12.4,0
2002-2003,Rod Strickland\stricro02,PG,36,MIN,47,956,15.4,0.492,0.04,0.385,2.4,8.7,5.6,33.3,2.5,0.5,18.9,19,,0.8,0.9,1.7,0.084,,-1,-1.2,-2.2,0
2002-2003,Bruno Sundov\sundobr01,C,22,BOS,26,138,1.2,0.281,0.286,0.036,6.4,16.9,11.5,8.8,2.3,1.7,13.7,22.2,,-0.6,0.2,-0.4,-0.139,,-9.7,-0.5,-10.2,-0.3
2002-2003,Bob Sura\surabo01,SG,29,GSW,55,1130,14.2,0.51,0.259,0.451,5.5,10.2,7.9,23.9,2,0.1,17.3,17.9,,1.6,0.2,1.8,0.075,,1.2,-1.9,-0.6,0.4
2002-2003,Stromile Swift\swiftst01,PF,23,MEM,67,1478,18,0.542,0.004,0.501,8.8,20.3,14.6,5,1.9,4.8,14.2,21.2,,1.6,1.7,3.3,0.108,,-1.9,1,-0.9,0.4
2002-2003,Wally Szczerbiak\szczewa02,SF,25,MIN,52,1836,17.3,0.567,0.199,0.237,3.4,11.3,7.4,12.2,1.3,0.9,9.8,22,,3.8,1.3,5.2,0.135,,2.4,-1,1.4,1.6
2002-2003,Maurice Taylor\tayloma01,PF,26,HOU,67,1377,11.5,0.472,0.004,0.258,8.1,11.7,10,8.8,0.9,1.1,14.4,23.3,,-0.2,1.1,0.9,0.03,,-3.2,-1.6,-4.8,-1
2002-2003,Jason Terry\terryja01,PG,25,ATL,81,3081,18.2,0.549,0.378,0.256,1.4,8.6,5.2,34.8,2.2,0.3,16.4,22.6,,6,1.4,7.4,0.116,,3.7,-2.3,1.4,2.6
2002-2003,Etan Thomas\thomaet01,PF,24,WAS,38,513,15.8,0.55,0,0.758,16.1,22,19,1,0.8,3.4,16.6,18.2,,0.7,0.6,1.3,0.125,,-3,-2.6,-5.6,-0.5
2002-2003,Kenny Thomas\thomake01,PF,25,TOT,66,1978,14.9,0.517,0,0.352,10.9,20.5,15.6,9.4,1.7,1.1,15.2,17.4,,2.1,2.5,4.6,0.111,,-0.7,0.9,0.2,1.1
2002-2003,Kenny Thomas\thomake01,PF,25,HOU,20,586,12.6,0.469,0,0.237,9.1,17.7,13.5,11.6,1.5,0.7,16,19.7,,0,0.7,0.7,0.057,,-2.2,0.4,-1.8,0
2002-2003,Kenny Thomas\thomake01,PF,25,PHI,46,1392,15.8,0.539,0,0.412,11.6,21.6,16.5,8.4,1.7,1.2,14.8,16.5,,2.1,1.8,3.9,0.134,,-0.1,1.1,1,1.1
2002-2003,Kurt Thomas\thomaku01,C,30,NYK,81,2577,16.7,0.511,0.003,0.179,7.1,22.2,14.5,11.3,1.7,2.8,11.1,22.4,,2.3,3,5.4,0.1,,-0.9,1.8,0.9,1.9
2002-2003,Tim Thomas\thomati01,SF,25,MIL,80,2358,14.3,0.527,0.285,0.2,4.8,14.6,9.7,7.3,1.6,1.5,11.6,22.6,,1.9,1,2.9,0.06,,-0.1,-1.9,-2,0
2002-2003,Jamaal Tinsley\tinslja01,PG,24,IND,73,2237,13.4,0.468,0.299,0.201,3,9.9,6.5,38.7,2.9,0.6,24.1,16.1,,0.6,3.1,3.7,0.079,,-0.5,0.2,-0.3,1
2002-2003,Oscar Torres\torreos01,SG,26,GSW,17,109,14.7,0.592,0.361,0.556,3,8.7,5.9,4.4,1.9,1.2,15.2,20.6,,0.2,0,0.2,0.088,,-0.1,-3.6,-3.7,0
2002-2003,Robert Traylor\traylro01,C,25,NOH,69,851,15.3,0.486,0.013,0.371,14.6,21.3,17.9,9.7,2.8,3.1,16.1,17.6,,0.7,1.7,2.4,0.133,,-1.6,2.7,1.1,0.7
2002-2003,Gary Trent\trentga01,SF,28,MIN,80,1222,15.9,0.549,0.005,0.26,10.1,16.7,13.5,10,1.4,1.4,12,18.3,,2,1.3,3.3,0.128,,0.1,-0.2,-0.1,0.6
2002-2003,Jeff Trepagnier\trepaje01,SG,23,DEN,8,97,17.5,0.522,0.2,0.175,9.2,10.1,9.6,12.2,4.3,0,15.7,23.4,,0.1,0.2,0.2,0.105,,0,0.3,0.3,0.1
2002-2003,Cezary Trybanski\trybace01,C,23,MEM,15,86,-1.4,0.287,0,0.5,8,10.3,9.2,1.6,0,4.8,24.7,17,,-0.4,0,-0.3,-0.186,,-10.8,-1.2,-12,-0.2
2002-2003,Jake Tsakalidis\tsakaja01,C,23,PHO,33,543,10.2,0.501,0,0.43,9.3,16.2,12.7,3.7,0.6,2.3,13.9,15.4,,0.3,0.5,0.9,0.078,,-3.4,-0.4,-3.8,-0.3
2002-2003,Nikoloz Tskitishvili\tskitni01,SF,19,DEN,81,1320,4.9,0.374,0.387,0.165,5.4,10.8,8,11.6,1.2,1.8,16.6,17,,-2.3,1.3,-1,-0.035,,-5.2,-0.1,-5.3,-1.1
2002-2003,Hedo Turkoglu\turkohe01,SF,23,SAC,67,1175,12,0.509,0.199,0.281,3.4,13.3,8.6,10.9,1.1,0.7,10.2,18.4,,1.1,1.5,2.6,0.105,,-1.7,-0.5,-2.2,-0.1
2002-2003,Nick Van Exel\vanexni01,SG,31,DAL,73,2026,15.6,0.51,0.375,0.173,1.9,9.4,5.7,24.4,1.1,0.1,12.1,22.8,,2.6,1.3,4,0.094,,1.8,-2.1,-0.3,0.9
2002-2003,Keith Van Horn\vanhoke01,PF,27,PHI,74,2337,17.3,0.556,0.185,0.252,7.8,18.7,13.2,7.2,1.4,1,12.4,23.2,,3.9,2.6,6.5,0.133,,1.1,-1.1,0,1.2
2002-2003,Jacque Vaughn\vaughja01,PG,27,ORL,80,1686,10.5,0.508,0.083,0.304,1.7,6.4,4,21.7,2,0.1,17.2,14.9,,1.2,0.9,2,0.058,,-2.3,-1.8,-4.1,-0.9
2002-2003,Jake Voskuhl\voskuja01,C,25,PHO,65,947,11.8,0.604,0,0.589,11.5,15.4,13.4,5.7,1,2.3,19,12,,1.5,1,2.5,0.129,,-1.1,0.9,-0.2,0.4
2002-2003,Dajuan Wagner\wagneda02,SG,19,CLE,47,1385,10.9,0.466,0.288,0.264,1.6,5.1,3.3,16.8,1.4,0.4,11.2,23.8,,0.2,0.1,0.3,0.011,,-1.1,-4.1,-5.2,-1.1
